Id Scheda;Nome;Tipologia;Nome Fornitore;Livello di qualificazione/adeguamento;Data di qualificazione;Scadenza qualificazione
SA-5224;Doc2Res;SaaS;Consorzio di Bioingegneria e Informatica Medica;1;2024-12-27;2027-12-26
IA-3273;Host Cloud;IaaS;Host S.p.A.;1;2024-12-12;2027-12-11
SA-4973;CAST Highlight;SaaS;CAST Sa;1;2024-12-16;2027-12-15
SA-5124;ACTACONTENZIOSO;SaaS;Actainfo s.r.l.;1;2024-12-18;2027-12-17
SA-3551;SEP- Whisteblowing;SaaS;Parsec 3.26 S.r.l.;1;2024-12-27;2027-12-26
SA-1684;Riconciliazione PAGOPA;SaaS;ACCATRE s.r.l.;1;2025-01-03;2028-01-02
SA-2350;Istanze Online;SaaS;ACCATRE s.r.l.;1;2025-01-03;2028-01-02
SA-3720;SmartLea;SaaS;Magaldi Innova S.R.L.;2;2024-12-18;2027-12-17
IA-105;TIM Self Data Center Hypervisor VMware;IaaS;Telecom Italia S.p.A.;2;2024-12-09;2027-12-08
SA-542;Backup Cloud;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-2749;Axios Esami I ciclo;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-1475;Axios Collabora;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-1479;Axios Registro Elettronico Famiglie 2.0;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-2733;Axios RET WEB;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-1474;Axios Alumni WEB;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-2731;Axios MOF;SaaS;Axios Italia Service Srl;1;2025-01-03;2028-01-02
SA-4968;Docebo S.p.A a Socio Unico;SaaS;Docebo S.p.A a Socio Unico;1;2025-01-03;2028-01-02
SA-3726;FLEERUN;SaaS;DRIVEVOLVE S.R.L.;1;2025-01-03;2028-01-02
SA-519;STRATEGIC PA;SaaS;Ecoh Media s.r.l.;1;2025-01-03;2028-01-02
SA-5138;Targa Telematics T2;SaaS;Targa Telematics S.p.A.;1;2024-12-27;2027-12-26
SA-1818;Juliaomix;SaaS;GenomeUp srl;2;2025-01-07;2028-01-06
SA-4766;EGGSHR;SaaS;ICT-GROUP SRL;2;2024-11-27;2027-11-26
SA-4767;SIXSTER;SaaS;ICT-GROUP SRL;2;2024-11-27;2027-11-26
SA-4768;SISOS;SaaS;ICT-GROUP SRL;2;2024-11-27;2027-11-26
IA-3695;TIM Cloud Flex- Dedicated Cloud;IaaS;Telecom Italia S.p.A.;2;2024-12-09;2027-12-08
SA-3643;SVS -SPORTELLO VIRTUALE STEP;SaaS;S.T.E.P. S.R.L.;1;2024-12-19;2027-12-18
SA-5269;Sia;SaaS;Microdisegno Srl;1;2025-01-07;2028-01-06
SA-591;SegecNet;SaaS;Safety21 S.p.A.;1;2025-01-07;2028-01-06
SA-3642;STEPPY WEB –GESTIONE TRIBUTI;SaaS;S.T.E.P. S.R.L.;1;2025-01-07;2028-01-06
SA-5187;SCHOOL NET;SaaS;Etica Soluzioni srl;1;2025-01-07;2028-01-06
SA-5592;ACTAISCRIZIONI;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-5593;ALBOPRO;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-5509;Avaya Experience Platform;SaaS;Avaya Italia SpA;1;2025-02-07;2028-02-06
SA-3404;Studies4Res;SaaS;Consorzio di Bioingegneria e Informatica Medica;1;2025-02-07;2028-02-06
SA-5106;FORWORK Suite: Medwork - Safework - Trainwork;SaaS;Hubenture S.r.l.;1;2025-02-07;2028-02-06
SA-5275;NeMeA VideoStream;SaaS;NEMEA SISTEMI SRL;1;2025-02-07;2028-02-06
SA-2435;URBE AWS – SISTEMA INFORMATIVO ENTI LOCALI;SaaS;PUBLISYS S.P.A.;1;2025-02-07;2028-02-06
SA-5529;EasySynergy;SaaS;Progetti e Soluzioni SPA;1;2025-02-07;2028-02-06
SA-3002;Concorsi SMART;SaaS;Recrytera SRL;2;2025-02-07;2028-02-06
SA-5479;SeqOne platform;SaaS;SeqOne S.A.S.;1;2025-02-07;2028-02-06
SA-5480;Cyber Portal S3K;SaaS;S3K SECURITY OF THE THIRD MILLENNIUM S.P.A.;1;2025-02-10;2028-02-09
SA-5683;CWOL WIND3;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
SA-5681;CWOL LP;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
SA-611;APPALTIPA;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
PA-5618;Application Development;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
SA-5638;Radware Cloud DDoS;SaaS;Radware LTD;2;2025-02-20;2028-02-19
PA-5008;AZURE Servizi PaaS;PaaS;Microsoft Corporation;2;2025-01-20;2028-01-19
SA-5026;Microsoft Dynamics365;SaaS;Microsoft Corporation;2;2025-01-20;2028-01-19
SA-3159;LT Academy;SaaS;LTA S.R.L.;1;2025-01-23;2028-01-22
IA-5194;Cloud Server;IaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
SA-3160;MUA SDA - Sistema digitale di approvazione;SaaS;LTA S.R.L.;1;2025-01-23;2028-01-22
SA-3367;DocWay Cloud;SaaS;3D Informatica Srl;1;2025-01-28;2028-01-27
IA-232;ASCOiaas;IaaS;Acantho spa;1;2025-01-17;2028-01-16
SA-3989;ACTAGOV2;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-769;E.Trace;SaaS;NOVA S.R.L.;2;2025-02-05;2028-02-04
SA-3905;SIX Suite su Aruba Virtual Private Cloud;SaaS;ICCS INFORMATICA SRL;1;2025-02-06;2028-02-05
SA-5109;P@WHITE 4.0;SaaS;Project Automation SpA;1;2025-02-06;2028-02-05
SA-2154;WHISTLEACTA;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-2167;RTDTEAM;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
PA-2519;Cloud Composer;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
PA-299;Dataproc;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
PA-3009;Virtual Private Cloud;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-2521;Cloud HSM;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-5674;DREAMBORN PMA;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-3596;Sala Stampa in Cloud;SaaS;Microvision s.r.l.;1;2025-03-17;2028-03-17
SA-3594;Partecipa in Cloud;SaaS;Microvision s.r.l.;1;2025-03-17;2028-03-17
SA-545;ICA SUITE;SaaS;ICA IMPOSTE COMUNALI AFFINI SRL;1;2025-03-17;2028-03-17
SA-3590;Gestione Prenotazione Online;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-3586;APP Screening;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-3584;TeleVisita;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-3581;ONCOGA;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-3591;SMS VAS;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-1278;PASS - Gestione permessi;SaaS;BRAV SRL con socio unico;1;2025-03-25;2028-03-25
PA-284;Cloud SQL;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-293;Compute Engine;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-2498;Suite area patrimoniale;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-2410;Presenze;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
SA-218;Suite Area Contabile Economica;SaaS;Argo Software srl;1;2025-01-28;2028-01-27
PA-14;Nivola PaaS;PaaS;CSI Piemonte - Consorzio per il Sistema Informativo;2;2025-01-28;2028-01-27
IA-5196;Server Dedicato Pro;IaaS;FlameNetworks S.r.l.;1;2025-01-23;2028-01-22
SA-4887;SOGISCUOLA;SaaS;Gruppo Spaggiari Parma S.p.A.;1;2025-01-31;2028-01-30
IA-5030;Virtual Private Cloud;IaaS;Vodafone Italia S.p.A.;1;2025-01-28;2028-01-27
SA-5228;XAtlas/Zucchetti DC;SaaS;Zucchetti Spa;1;2025-01-28;2028-01-27
PA-5040;DATACENTER SFERA INFORMATICA J-Cloud;PaaS;SFERA INFORMATICA & STRUMENTAZIONE S.r.l.;1;2025-01-20;2028-01-19
SA-3645;Maia Connected Care;SaaS;ab medica spa;1;2025-02-04;2028-02-03
SA-5450;Posta Elettronica MAILENABLE Z5450;SaaS;ZADEA SRL;1;2025-02-04;2028-02-03
SA-5449;K-Trib su DINOVA;SaaS;Sikuel S.r.l.;1;2025-02-04;2028-02-03
SA-3437;ECS SMS;SaaS;EUROPSYS SRL;1;2025-02-05;2028-02-04
SA-2777;BMC Helix Continuous Optimization;SaaS;BMC Software Distribution B.V.;1;2025-01-31;2028-01-30
SA-3835;Icaro su Maggioli;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-319;Conservazione digitale;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-191;Concilia su Dinova;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-1943;Autosc@n;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-3004;Anagrafe On Line EVO;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-3925;PIAO+;SaaS;ACCATRE s.r.l.;1;2025-02-07;2028-02-06
SA-2178;SPORTELLO DIGITALE;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-3986;ACTAJOB;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-3992;ACTALOGIN;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-2337;ACTAKEEP;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-5647;SAP SuccessFactors;SaaS;SAP SE;1;2025-02-13;2028-02-12
SA-5494;Simpledo;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-02-07;2028-02-06
SA-5497;SuiteNext;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-02-07;2028-02-06
PA-5352;Analytics and AI;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
SA-5042;INIXCloud ESM;SaaS;INIX GROUP ITALIA SRL;2;2025-02-19;2028-02-18
PA-5370;Integration (PaaS);PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
PA-5367;Billing and Cost Management;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
PA-5373;Developer Tools and Resources;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
PA-5375;Media;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
SA-143;NUVOLAcomuni;SaaS;SISCOM SPA;1;2025-03-03;2028-03-02
SA-5521;Presto 1000;SaaS;IEM SPS ITALIA SRL;1;2025-03-05;2028-03-04
SA-868;Piattaforma e-learning;SaaS;Invisiblefarm;1;2025-03-05;2028-03-04
SA-631;VISUAL POLCITY CLOUD;SaaS;Open Software S.r.l.;1;2025-03-07;2028-03-06
SA-5547;Pianificazione della Produzione;SaaS;sedApta S.r.l.;1;2025-03-07;2028-03-06
IA-119;yCloud.it;IaaS;Hypergrid srl;1;2025-02-28;2028-02-27
SA-5466;4HSE;SaaS;4HSE S.r.l.;1;2025-02-28;2028-02-27
SA-2674;yCloud Backup;SaaS;Hypergrid srl;1;2025-02-28;2028-02-27
SA-1909;DEFENDX;SaaS;SINTEC INFORMATICA SRL;1;2025-03-04;2028-03-03
PA-297;BigQuery;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
PA-2514;Artifact Registry;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
PA-3830;Identity-Aware Proxy;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-3604;Dinova e-mail Services;SaaS;Dinova srl;1;2025-03-27;2028-03-27
IA-425;Cloud Computing Pubblico – VPS;IaaS;Genesys Informatica srl;2;2025-03-27;2028-03-27
SA-4653;Hermes - Servizi al cittadino;SaaS;Cedepp Srl;1;2024-10-23;2027-10-22
SA-4640;welfareX;SaaS;CGMoving srl;1;2024-10-23;2027-10-22
PA-4684;IT1-Milano-Hosting;PaaS;VHosting Solution s.r.l.;1;2024-11-13;2027-11-12
SA-4721;CIVICAM;SaaS;Halleymedia Snc;1;2024-11-20;2027-11-19
SA-3397;Scuolagenius;SaaS;Codebase SRL;1;2024-11-26;2027-11-25
SA-4874;Orario Facile in Cloud;SaaS;MATHEMA SOFTWARE S.A.S. DI URBANO TOMMASO E C.;1;2024-11-26;2027-11-25
SA-4948;Prebooking;SaaS;PARK IT SRL;1;2024-11-26;2027-11-25
SA-3690;Tecnorad Tecnoradon;SaaS;TECNORAD S.R.L.;1;2024-11-26;2027-11-25
SA-3687;Tecnorad Pitagora;SaaS;TECNORAD S.R.L.;1;2024-11-26;2027-11-25
SA-4036;Frame;SaaS;SIAV SPA;1;2025-05-30;2028-05-30
SA-4029;Mago Cloud;SaaS;Zucchetti Spa;1;2025-06-03;2028-06-03
SA-491;Piattaforma di Gestione dell’Albo Avvocati e dei Beauty Contest;SaaS;4C s.r.l;1;2025-06-03;2028-06-03
SA-5492;Advisory360;SaaS;PARTNERS4INNOVATION;1;2025-06-03;2028-06-03
SA-4097;Younified Platform;SaaS;S.M.I. TECHNOLOGIES AND CONSULTING S.R.L.;1;2025-06-03;2028-06-03
SA-5158;CrowdStrike Falcon Identity Protection;SaaS;CROWDSTRIKE ITALY S.R.L.;1;2025-05-27;2028-05-27
SA-3922;ROSE Energy Community;SaaS;Maps SpA;1;2025-05-30;2028-05-30
SA-6223;WB33 - Tutela del whistleblower d.Lgs. 24 2023;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6229;PND33 - SEND;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6257;Accesso33;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6259;Procedimenti Disciplinari - Supporto UPD;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-6262;AT33 - Amministrazione Trasparente - Integrata;SaaS;Pa33 s.r.l.;1;2025-05-30;2028-05-30
SA-3431;Yubik Approve & Sign;SaaS;Avvale YUBIQ S.p.A.;1;2025-03-05;2028-03-04
SA-3430;Yubik Communication Hub;SaaS;Avvale YUBIQ S.p.A.;1;2025-03-05;2028-03-04
SA-5545;Salesforce Data Cloud;SaaS;SALESFORCE.COM Italy S.r.l.;2;2025-05-29;2028-05-29
PA-6778;Netsons Cloud Gestiti;PaaS;Netsons srl;1;2025-08-18;2028-08-18
SA-4262;comprendo;SaaS;ANALISI ENTI LOCALI di Dario Gambino;1;2025-08-18;2028-08-18
SA-4434;ProceduraComCloudLepida;SaaS;Datagraph S.r.l.;1;2025-08-18;2028-08-18
SA-6873;NXT-CUP;SaaS;Engineering Ingegneria Informatica S.p.a.;2;2025-08-18;2028-08-18
SA-6874;NXT-ASU;SaaS;Engineering Ingegneria Informatica S.p.a.;2;2025-08-18;2028-08-18
SA-6875;NXT-CDR;SaaS;Engineering Ingegneria Informatica S.p.a.;2;2025-08-18;2028-08-18
SA-6835;GS-360 su Azure;SaaS;GeoSafety S.r.l.;1;2025-08-18;2028-08-18
SA-6828;PITer– Piattaforma Integrata Territoriale su TIM Flex;SaaS;GeoSafety S.r.l.;1;2025-08-18;2028-08-18
SA-6831;PITer– Piattaforma Integrata Territoriale su Azure;SaaS;GeoSafety S.r.l.;1;2025-08-18;2028-08-18
SA-2408;ePEC;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-4054;eDoc;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-2391;eSIGN;SaaS;ENTAKSI SOLUTIONS SpA;2;2025-08-19;2028-08-19
SA-6637;Parrot Whistleblowing;SaaS;Opticon Data Solutions Srl;1;2025-08-21;2028-08-21
SA-3799;Adobe Customer Journey Analytics;SaaS;ADOBE SYSTEMS SOFTWARE IRELAND LIMITED;1;2025-08-22;2028-08-22
SA-3789;AEM as a Cloud Service;SaaS;ADOBE SYSTEMS SOFTWARE IRELAND LIMITED;1;2025-08-22;2028-08-22
SA-4119;Moodle TaleteWeb;SaaS;EQUIPE SRL;2;2025-08-22;2028-08-22
SA-6654;CBOX;SaaS;Anafyo Sagl;1;2025-08-22;2028-08-22
IA-5092;CloudGuard IaaS Virtual Network Firewall per Azure;IaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-6071;Harmony Endpoint;SaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-6066;Harmony SASE;SaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-6081;Infinity Portal;SaaS;Check Point Software Technologies Italia Srl;1;2025-08-18;2028-08-18
SA-504;PAGHEPA;SaaS;Alma S.p.A.;1;2025-08-19;2028-08-19
SA-5603;TeamSystem Archive;SaaS;Teamsystem Service srl;1;2025-08-19;2028-08-19
SA-3935;SHC (Software Halley in Cloud);SaaS;Computer-Pro S.r.l.;1;2025-08-20;2028-08-20
SA-6630;NextStorage Ultra BCG;SaaS;Genesys Informatica srl;1;2025-08-20;2028-08-20
SA-2340;City Smart Quality System;SaaS;Global Industrial Services International srl;1;2025-08-20;2028-08-20
SA-5571;CHATBOT su Google;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-5569;IoT passaggi a livello;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-5577;SBE Light;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-5568;MaaS;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-5564;Transit Pay;SaaS;Nordcom S.p.A.;1;2025-08-21;2028-08-21
SA-3242;Ve.La.;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-08-22;2028-08-22
SA-3238;One HSE;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-08-22;2028-08-22
SA-6704;Axios Magazzino-Inventario WEB;SaaS;Axios Italia Service Srl;1;2025-08-26;2028-08-26
SA-3967;HUB3;SaaS;Italarchivi S.r.l.;1;2025-08-25;2028-08-25
SA-3241;One PA;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-08-22;2028-08-22
SA-3231;IPSOA Quotidiano;SaaS;WOLTERS KLUWER ITALIA SRL;1;2025-08-22;2028-08-22
SA-843;Multipartner Virtual Data Room;SaaS;Multipartner S.p.A.;1;2025-08-26;2028-08-26
SA-4172;Canopo HSE;SaaS;Shorr Kan Srl;1;2025-08-26;2028-08-26
SA-4146;TimeRelax;SaaS;NUOVA ALFA CALABRA SRLS;1;2025-08-28;2028-08-28
SA-2424;Vox Online;SaaS;VOX ONLINE;1;2025-08-28;2028-08-28
SA-5975;ORDINA.DOCUMENTI;SaaS;GESTIONIDOC SRL;1;2025-08-29;2028-08-29
SA-4312;eVai - Expert Variant Interpreter;SaaS;enGenome Srl;1;2025-08-26;2028-08-26
SA-4269;Doctolib.it;SaaS;Doctolib Srl;2;2025-08-26;2028-08-26
IA-4833;BLSCloud;IaaS;B.L.S. Consulting S.r.l.;1;2025-08-26;2028-08-26
SA-4365;AlfaSearch;SaaS;hms consulting;1;2025-08-22;2028-08-22
SA-4364;AlfaPlus;SaaS;hms consulting;1;2025-08-22;2028-08-22
SA-4092;SmartPol;SaaS;Gestione Servizi SpA;1;2025-08-26;2028-08-26
SA-6905;eCareSuite-GAUSS su Aruba;SaaS;SANTEC S.p.A.;2;2025-09-02;2028-09-02
SA-2805;SkyVote Transcript;SaaS;MULTICAST S.R.L.;1;2025-04-10;2028-04-10
SA-764;Sistema Informativo Comunale Halley (S.I.C. Halley);SaaS;Halley Informatica Srl;1;2025-03-27;2028-03-27
SA-585;REGISTRO CLOUD;SaaS;UNIDOS S.R.L.;1;2025-04-08;2028-04-08
SA-5738;Greenway;SaaS;Progetti e Soluzioni SPA;1;2025-04-08;2028-04-08
SA-5664;PMS-EnterVo - SA-5664;SaaS;PARK IT SRL;1;2025-04-08;2028-04-08
SA-541;Plug&Pay;SaaS;E-FIL SRL;1;2025-04-28;2028-04-28
SA-688;ProceduraComCloud;SaaS;Datagraph S.r.l.;1;2025-04-28;2028-04-28
SA-1528;GECOR WEB;SaaS;Campione Informatica Srl;1;2025-05-05;2028-05-05
SA-5886;ARCHIVIA LEGAL;SaaS;CNI SpA;2;2025-05-05;2028-05-05
SA-3930;Suite Tributi Plus su IN-424;SaaS;Advanced Systems SpA;1;2025-05-19;2028-05-19
PA-2056;PLanetel.cloud Paas;PaaS;Planetel S.p.A.;2;2025-05-16;2028-05-16
SA-2133;Privacy Dive;SaaS;Business Integration Partners S.p.A.;1;2025-05-19;2028-05-19
SA-5364;Oracle Enterprise Resource Planning (ERP) cloud services – Add-ons;SaaS;Oracle Corporation;1;2025-05-16;2028-05-16
SA-5996;BMC Helix Discovery - OCI;SaaS;BMC Software Distribution B.V.;1;2025-05-16;2028-05-16
SA-5363;Customer Experience (CX) cloud services – Add-ons;SaaS;Oracle Corporation;1;2025-05-16;2028-05-16
SA-1952;A4PASiope+;SaaS;ARGENTEA S.R.L.;1;2025-05-20;2028-05-20
SA-5223;DESIA su Dedicated Server;SaaS;IQUADRO;1;2025-05-21;2028-05-21
SA-1660;Evoting;SaaS;CEDAT 85 S.R.L.;1;2025-05-05;2028-05-05
SA-5496;Mercurio;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-6297;MERCURIO su AMAZON;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-2561;Softline Cloud;SaaS;SOFTLINE SRL;1;2025-05-05;2028-05-05
SA-3746;SEP - Thermonet;SaaS;Parsec 3.26 S.r.l.;1;2025-05-05;2028-05-05
SA-5877;ECS S3 BACKUP IMMUTABILE;SaaS;EUROPSYS SRL;1;2025-04-28;2028-04-28
SA-639;Planet Time Enterprise;SaaS;PROIETTI TECH Srl;1;2025-04-28;2028-04-28
SA-456;Planet School;SaaS;PROIETTI TECH Srl;1;2025-04-28;2028-04-28
SA-5104;EasySender2;SaaS;EASYWAY TECHNOLOGY S.r.l.;1;2025-04-28;2028-04-28
SA-1055;EPWEb;SaaS;ePublic s.r.l.;1;2025-04-28;2028-04-28
SA-5679;Progetto PROTEUS;SaaS;ISIDATA;1;2025-03-27;2028-03-27
IA-1613;Real Cloud IaaS;IaaS;SIRINFO SRL;2;2025-05-09;2028-05-09
SA-4110;REAL CLOUD Total Security;SaaS;SIRINFO SRL;2;2025-05-09;2028-05-09
SA-5938;EduPLANWeb;SaaS;CG Soluzioni informatiche srl;1;2025-05-12;2028-05-12
SA-5912;DIGITALTRAINER.IT;SaaS;Fata Informatica S.r.l.;1;2025-05-12;2028-05-12
IA-270;LD Virtual Infrastructure;IaaS;Liguria Digitale SpA;3;2025-05-16;2028-05-16
SA-441;Segreteria digitale;SaaS;Gruppo Spaggiari Parma S.p.A.;1;2025-04-10;2028-04-10
SA-442;New iSoft;SaaS;Gruppo Spaggiari Parma S.p.A.;1;2025-04-10;2028-04-10
SA-2233;MediaLibraryOnLine – MLOL;SaaS;Horizons Unlimited h.u. spa;1;2025-04-11;2028-04-11
SA-5792;VotarePA;SaaS;DOUBLING S.R.L.S.;1;2025-04-11;2028-04-11
IA-353;Virtual Datacenter;IaaS;Retelit Digital Services S.p.A.;1;2025-04-02;2028-04-02
SA-5720;PRO-Q su Amazon Web Services;SaaS;venicecom srl;1;2025-03-27;2028-03-27
SA-607;JOBTIME EVO;SaaS;GPI SPA;2;2025-04-16;2028-04-16
SA-605;HR SUITE;SaaS;GPI SPA;2;2025-04-16;2028-04-16
SA-6065;POHEMA su AWS;SaaS;GPI SPA;2;2025-04-16;2028-04-16
SA-2881;ISWEB Cloud;SaaS;ISWEB S.p.A.;1;2025-04-16;2028-04-16
SA-5842;Cemetery Smart Service® - CSS;SaaS;Edilsoft Snc;1;2025-04-18;2028-04-18
SA-3601;WEBDOSIS;SaaS;L.B. Servizi per le Aziende S.r.l.;1;2025-04-18;2028-04-18
SA-5824;Conxelia;SaaS;SIKELIA GESTIONE ARCHIVI S.R.L.;2;2025-04-22;2028-04-22
SA-5831;Gestionale segnalazioni URP;SaaS;TESEO SRL;1;2025-04-22;2028-04-22
SA-5553;AskMe Sign SaaS;SaaS;LASCAUX S.R.L.;1;2025-04-22;2028-04-22
PA-3682;AI PSN;PaaS;Polo Strategico Nazionale;4;2025-04-30;2028-04-30
PA-3683;BigData PSN;PaaS;Polo Strategico Nazionale;4;2025-04-30;2028-04-30
IA-3677;IaaS Private PSN;IaaS;Polo Strategico Nazionale;4;2025-04-30;2028-04-30
PA-3680;DRaaS PSN;PaaS;Polo Strategico Nazionale;4;2025-04-30;2028-04-30
PA-3681;BaaS PSN;PaaS;Polo Strategico Nazionale;4;2025-04-30;2028-04-30
SA-1336;Suite Smart Gov;SaaS;Data Processing S.p.A.;1;2025-04-22;2028-04-22
SA-6029;K-CIM;SaaS;Prodigys Technology;1;2025-05-12;2028-05-12
SA-4267;K-Municipality;SaaS;Prodigys Technology;1;2025-05-12;2028-05-12
SA-3162;DARM;SaaS;Nomos S.r.l.;2;2025-05-12;2028-05-12
SA-2646;RetedelSociale;SaaS;Software Consulting Srl;1;2025-05-12;2028-05-12
SA-5780;GoProthesys;SaaS;Promofarma Sviluppo srl;2;2025-05-14;2028-05-14
SA-2990;Gestionale dei servizi socio-sanitari integrati;SaaS;AI4HEALTH Srl;1;2025-05-14;2028-05-14
SA-6176;Segnalazioni Web & Manutenzioni;SaaS;Q-WEB srl;1;2025-05-14;2028-05-14
SA-6179;Valuta Mensa: per la valutazione della refezione scolastica;SaaS;Q-WEB srl;1;2025-05-14;2028-05-14
SA-3765;K-ERP;SaaS;Prodigys Technology;1;2025-04-01;2028-04-01
SA-3766;K-RIP;SaaS;Prodigys Technology;1;2025-04-01;2028-04-01
IA-5800;VDC BRENNERCOM BOLZANO;IaaS;Retelit Digital Services S.p.A.;1;2025-04-02;2028-04-02
SA-5640;3DGIS partecipa;SaaS;3DGIS srl;1;2025-03-31;2028-03-31
SA-1560;CLOUD EDT;SaaS;Index Education Italia S.r.l. u.s.;1;2025-04-04;2028-04-04
SA-3705;CLOUD HYPERPLANNING;SaaS;Index Education Italia S.r.l. u.s.;1;2025-04-04;2028-04-04
SA-1116;Scuola Cloud;SaaS;Webcircles s.r.l.;1;2025-03-07;2028-03-07
SA-5751;B-Docs: ECM per la gestione documentale e protocollo informatico;SaaS;Bucap S.p.A.;1;2025-05-20;2028-05-20
SA-594;eCivis Solution;SaaS;Project s.r.l. Unipersonale;1;2025-05-21;2028-05-21
SA-3797;UnicumData;SaaS;CAR-TECH S.R.L.;1;2025-06-17;2028-06-17
IA-4037;Estracom Cloud PA;IaaS;ESTRACOM S.p.A.;1;2025-06-17;2028-06-17
SA-186;HExperience;SaaS;INAZ SRL;1;2025-06-17;2028-06-17
SA-3148;EMOLUMENTI WEB”;SaaS;Argo Software srl;1;2025-06-17;2028-06-17
SA-82;hyperSIC Cloud su APKSER;SaaS;APKAPPA SRL;1;2025-06-17;2028-06-17
SA-1740;hyperSIC Cloud su AWS;SaaS;APKAPPA SRL;1;2025-06-17;2028-06-17
SA-3146;PFI;SaaS;Argo Software srl;1;2025-06-17;2028-06-17
IA-2682;Alfacom CLOUD VD;IaaS;Alfa Bit Omega S.r.l.;1;2025-06-17;2028-06-17
SA-763;josh Live;SaaS;it Consult srl;1;2025-06-17;2028-06-17
