Id Scheda;Nome;Tipologia;Nome Fornitore;Livello di qualificazione/adeguamento;Data di qualificazione;Scadenza qualificazione
SA-6611;BibliotecaPA;SaaS;Yes I Code;1;2025-10-01;2028-10-01
SA-6613;Gestione Musei On line;SaaS;Yes I Code;1;2025-10-01;2028-10-01
SA-6902;WHISTLEBLOWING;SaaS;Studio Amica Srl (ex STUDIO AMICA soc. coop.);1;2025-09-22;2028-09-22
SA-6624;ANAGRAFE CANI E GATTI;SaaS;Studio Amica Srl (ex STUDIO AMICA soc. coop.);1;2025-09-22;2028-09-22
SA-6527;EasyPlan Operational;SaaS;SABANET S.R.L.;1;2025-09-25;2028-09-25
SA-6507;EasyPlan Gate;SaaS;SABANET S.R.L.;1;2025-09-25;2028-09-25
SA-897;Easy Uni.Co - Contabilità/Patrimonio/Progetti/Magazzino/FatturaPA”;SaaS;Tempo srl;1;2025-09-26;2028-09-26
SA-1485;inncloud Zimbra;SaaS;innovazionedigitale srl;1;2025-11-06;2028-11-06
SA-4222;VTR - Virtual Time Recorder - Marcatempo virtuale;SaaS;Windex S.r.l.;1;2025-11-06;2028-11-06
SA-7059;Whisper software Whistleblowing;SaaS;Thorsoft SRL;1;2025-11-06;2028-11-06
SA-3751;MISCRIVO Iscrizione concorsi online;SaaS;Windex S.r.l.;1;2025-11-06;2028-11-06
PA-6819;IBM Key Protect for IBM Cloud;PaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
PA-6824;IBM Cloud Secret Manager;PaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
IA-261;Bare Metal Server for Classic”;IaaS;IBM ITALIA SPA;1;2025-11-03;2028-11-03
SA-4460;ATENA - Gestione Carriere Dottorandi;SaaS;South Engineering srl;1;2025-11-06;2028-11-06
SA-4197;DISCLOSURE@ME - Dichiarazioni di conflitto di interessi;SaaS;Windex S.r.l.;1;2025-11-06;2028-11-06
SA-6450;Cisco Webex Suite;SaaS;Cisco Systems (Italy) S.r.l.;1;2025-11-14;2028-11-14
SA-5068;CDR;SaaS;CSA Scpa;2;2025-11-11;2028-11-11
PA-6923;Looker (Google Cloud Core);PaaS;Google Cloud Italy S.r.l.;2;2025-11-11;2028-11-11
PA-6977;AlloyDB;PaaS;Google Cloud Italy S.r.l.;2;2025-11-11;2028-11-11
PA-6912;Cloud Build;PaaS;Google Cloud Italy S.r.l.;2;2025-11-11;2028-11-11
SA-6985;F5 Distributed Cloud Web Application Firewall e API Protection (WAAP);SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-7050;F5 Distributed Apps Edge Services;SaaS;F5 Networks Limited;1;2025-11-13;2028-11-13
SA-6945;WIKI SOFTWARE INTERNATIONAL;SaaS;WIKI SOFTWARE INTERNATIONAL S.R.L.;1;2025-11-11;2028-11-11
SA-6990;OptimoDocs;SaaS;Optimo Next Srl;1;2025-11-13;2028-11-13
SA-6595;PLService 2.0;SaaS;ETRURIA P.A.;1;2025-08-18;2028-08-18
SA-4828;Authentidoc;SaaS;CSA Scpa;2;2025-11-11;2028-11-11
SA-4099;REMOTE EXPERT SUITE;SaaS;K-Digitale S.r.l.;1;2025-11-17;2028-11-17
SA-7086;MeView - FASTCloud;SaaS;MEDAS SRL;2;2025-11-17;2028-11-17
SA-7107;Piattaforma LMS Moodle;SaaS;SocialWeb Solutions SRL;1;2025-11-20;2028-11-20
SA-3207;Sito web per le PA Scuole;SaaS;Hi-Tek Informatica di Balcon S. & C. snc;1;2025-11-11;2028-11-11
IA-6525;Cloud Object Storage;IaaS;Retelit Digital Services S.p.A.;1;2025-11-11;2028-11-11
SA-5559;NUMS;SaaS;TELEVITA S.P.A.;2;2025-11-11;2028-11-11
SA-5557;Amalia;SaaS;TELEVITA S.P.A.;2;2025-11-11;2028-11-11
SA-6371;High View;SaaS;Tiscali Italia S.p.A;1;2025-11-11;2028-11-11
SA-7045;ICT Concorsi;SaaS;Consulenza e Servizi per le Selezioni s.r.l.;1;2025-11-17;2028-11-17
SA-6625;tNotice;SaaS;inPoste.it S.p.A.;1;2025-11-18;2028-11-18
SA-5601;Wisetown Thematic Dashboard su Azure;SaaS;TeamDev srl;1;2025-03-07;2028-03-07
SA-5602;Wisetown CoreDb su Azure;SaaS;TeamDev srl;1;2025-03-07;2028-03-07
SA-506;Jente cloud;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-6604;Sito web PA;SaaS;Robyone s.r.l.;1;2025-10-20;2028-10-20
SA-6295;Nettuno-ACSOR su AMAZON;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-6294;GERI su AMAZON;SaaS;Municipia SPA;1;2025-05-09;2028-05-09
SA-2064;GopenDpc;SaaS;Promofarma Sviluppo srl;2;2025-05-14;2028-05-14
SA-7120;Tri-Box su AMAZON;SaaS;Municipia SPA;1;2025-11-21;2028-11-21
SA-5670;SAM Cloud - Software Licence Management Cloud;SaaS;GRUPPO ISC S.R.L. SOCIETA' BENEFIT;1;2025-11-24;2028-11-24
SA-7108;CARTSAN WEB;SaaS;CARTSAN S.R.L.;2;2025-11-24;2028-11-24
SA-5551;Advanced Data Management Hub;SaaS;GRUPPO ISC S.R.L. SOCIETA' BENEFIT;1;2025-11-24;2028-11-24
SA-3211;SIMEL2 su Maggioli;SaaS;Maggioli Spa;1;2025-11-25;2028-11-25
SA-7060;Junker;SaaS;Giunko SRL;1;2025-11-25;2028-11-25
SA-6751;IrisCloud/WEB/APP;SaaS;Mondo Edp srl;2;2025-11-25;2028-11-25
SA-3180;SUITE GO GRC 2.0;SaaS;Opentech srl;1;2025-09-30;2028-09-30
SA-7071;K-Sanctions;SaaS;Prodigys Technology;1;2025-11-26;2028-11-26
SA-5330;Trellix ePolicy Orchestrator SaaS;SaaS;TRELLIX ITALY S.R.L.;2;2025-01-07;2028-01-06
SA-5333;Trellix Email Security con protezione AVAS (Antivirus e Anti-Spam);SaaS;TRELLIX ITALY S.R.L.;2;2025-01-07;2028-01-06
SA-6678;MIDLAKE: Servizio di raccolta e anonimizzazione o pseudonimizzazione di dati e immagini cliniche;SaaS;MEDAS SRL;1;2025-09-12;2028-09-12
SA-6334;Modelyo;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
SA-3176;Ilandia;SaaS;We-Com s.r.l.;1;2025-09-12;2028-09-12
SA-6792;PubliZen;SaaS;PALCOM SRL;1;2025-09-15;2028-09-15
SA-6722;EGON/CLOUD;SaaS;EGON SRL;1;2025-09-15;2028-09-15
SA-6514;SPACE APP;SaaS;UNIDOS S.R.L.;1;2025-09-15;2028-09-15
SA-6788;IDEASOFTWARE;SaaS;Ideapa Srl;1;2025-09-15;2028-09-15
SA-6762;Fenix su Amazon;SaaS;EL.CO. S.r.l.;2;2025-09-22;2028-09-22
SA-4361;SaaS Interventi;SaaS;Project srl;1;2025-10-13;2028-10-13
SA-6940;Farmanalisi -;SaaS;Technosoft S.r.l.;1;2025-10-17;2028-10-17
SA-4324;FortiAnalyzer Cloud;SaaS;Fortinet Inc.;2;2025-10-17;2028-10-17
SA-6947;Ciditech PoInT Cloud;SaaS;CIDITECH s.r.l.;2;2025-10-20;2028-10-20
SA-7080;EidenAI Suite - Azure;SaaS;EXPERT.AI S.P.A.;1;2025-10-20;2028-10-20
SA-4624;Conservazione a norma;SaaS;IC Outsourcing s.c.r.l.;1;2025-12-18;2028-12-18
SA-4081;Zscaler Digital Experience;SaaS;ZSCALER SWITZERLAND GMBH ITALY BRANCH;2;2025-12-16;2028-12-16
SA-6837;Hosted Ezproxy;SaaS;OCLC B.V.;1;2025-12-18;2028-12-18
SA-7219;PhamaDD;SaaS;Sofitek Snc;1;2025-12-18;2028-12-18
SA-7227;EasyNET;SaaS;CG Soluzioni informatiche srl;1;2025-12-17;2028-12-17
SA-7179;Recupero Ticket;SaaS;ManyDesigns srl;1;2025-12-16;2028-12-16
SA-6839;CONTENTdm;SaaS;OCLC B.V.;1;2025-12-18;2028-12-18
SA-3376;Firma Digitale Remota;SaaS;Aruba PEC S.p.A.;1;2024-10-23;2027-10-22
SA-3378;Firma Automatica;SaaS;Aruba PEC S.p.A.;1;2024-10-23;2027-10-22
SA-3377;Cloud Signing Book;SaaS;Aruba PEC S.p.A.;1;2024-10-23;2027-10-22
SA-4349;Posta Elettronica Certificata;SaaS;Aruba PEC S.p.A.;1;2025-08-13;2028-08-13
SA-2214;JASDC01;SaaS;Zucchetti Digital Solutions S.r.l.;1;2025-04-01;2028-04-01
PA-2828;Aruba Cloud DBaaS;PaaS;Aruba S.p.A.;1;2025-01-17;2028-01-16
SA-7259;DDDManager;SaaS;SIAK SISTEMI S.R.L.;1;2026-01-09;2029-01-09
SA-7192;SAP S/4HANA Cloud Public Edition on Azure;SaaS;SAP SE;1;2026-01-05;2029-01-05
SA-7055;Exabeam Security Management Platform;SaaS;Exabeam;2;2026-01-05;2029-01-05
IA-3270;Aruba Hosted Private Cloud;IaaS;Aruba S.p.A.;3;2025-12-31;2028-12-31
SA-7007;CERBERUM;SaaS;JARVIT TRAFFIC S.R.L.;1;2025-12-04;2028-12-04
SA-6814;Confirmo;SaaS;Confirmo s.r.l.;1;2025-12-04;2028-12-04
SA-7101;Servizi interni alle PA, Gestione documentale, Compliance e Trasparenza, Archiviazione Documentale;SaaS;Qualifica Group s.r.l.;1;2025-12-04;2028-12-04
SA-7173;DecisionBrain Gene su Microsoft Azure - SA-7173;SaaS;DecisionBrain;1;2025-12-04;2028-12-04
SA-6496;Folium;SaaS;Deda Next S.r.l.;1;2025-08-11;2028-08-11
IA-6730;CloudFire VMware as a Service;IaaS;CloudFire Srl;1;2025-11-13;2028-11-13
SA-7118;Q-81® HSE;SaaS;NORD PAS 14000 Srl;1;2025-12-09;2028-12-09
SA-7070;GECONET - Gestione Concorsi;SaaS;NET Servizi S.r.l.;1;2025-12-09;2028-12-09
SA-6803;navify Inventory Solution;SaaS;Roche Diagnostics S.p.A, società unipersonale;1;2025-12-12;2028-12-12
SA-7280;SUITESTENSA Software - IaaS TIM;SaaS;EBIT s.r.l.;2;2025-12-12;2028-12-12
SA-1023;Diastock;SaaS;Roche Diagnostics S.p.A, società unipersonale;1;2025-12-12;2028-12-12
SA-7178;ErasmoNet;SaaS;CS Srl;1;2025-12-11;2028-12-11
SA-6009;OneDesk;SaaS;Robyone s.r.l.;1;2025-12-11;2028-12-11
SA-4937;Ticuro Reply su Google Cloud;SaaS;Reply Public Sector;2;2025-12-23;2028-12-23
SA-7040;Sportello Remoto 4.0;SaaS;SECRETEL SERVICE SRL;1;2025-12-23;2028-12-23
SA-7220;Enterprise Content Management (ECM);SaaS;Namirial SpA;2;2025-12-19;2028-12-19
SA-4594;navify Analytics for Molecular Lab;SaaS;Roche Diagnostics S.p.A, società unipersonale;1;2025-12-12;2028-12-12
SA-4593;navify Analytics for Pathology Lab;SaaS;Roche Diagnostics S.p.A, società unipersonale;1;2025-12-12;2028-12-12
SA-4592;navify Analytics for Core Lab;SaaS;Roche Diagnostics S.p.A, società unipersonale;1;2025-12-12;2028-12-12
SA-7281;SUITESTENSA Software - IN Vianova;SaaS;EBIT s.r.l.;2;2025-12-12;2028-12-12
SA-3400;C.Contact – Task Manager & Dispatching System;SaaS;Konecta Italia S.p.A.;1;2025-12-15;2028-12-15
SA-6951;GedocsPro;SaaS;ISPar srl;1;2025-11-26;2028-11-26
SA-7091;Sito Web istituzionale e Servizi Online;SaaS;Wemapp srls;1;2026-01-20;2029-01-20
SA-7074;PlanRadar;SaaS;PLANRADAR SRL;1;2026-01-20;2029-01-20
SA-7415;DDMFramework gestione Tributi Comunali;SaaS;DDManagement SRL;1;2026-01-23;2029-01-23
SA-5765;JSDC02;SaaS;Zucchetti Digital Solutions S.r.l.;1;2025-04-01;2028-04-01
IA-162;Netalia Cloud Data Center;IaaS;Netalia S.r.l.;2;2026-01-13;2029-01-13
SA-7218;Emerald - Nuovo- SA-7218;SaaS;Ambercom Srl;1;2026-01-15;2029-01-15
PA-5504;Netalia Data Protection;PaaS;Netalia S.r.l.;2;2026-01-13;2029-01-13
SA-7389;CLIO Posta Elettronica;SaaS;CLIO S.r.l.;1;2026-02-20;2029-02-20
SA-6212;Samsung Knox Manage;SaaS;SAMSUNG ELECTRONICS ITALIA S.P.A.;1;2026-02-26;2029-02-26
SA-7345;Servizio di Videosorveglianza Digitale per la PA;SaaS;HERABIT S.p.A.;1;2026-02-26;2029-02-26
SA-6725;Helios by Giotto;SaaS;Almaviva S.p.A.;2;2025-09-12;2028-09-12
SA-4600;SmartUC;SaaS;innovazionedigitale srl;1;2025-11-06;2028-11-06
SA-7270;CARTONET;SaaS;JOHNSON & JOHNSON MEDICAL S.P.A;1;2026-02-26;2029-02-26
SA-7337;Axera Private BaaS D- Hub - SA-7337;SaaS;Axera S.p.A.;1;2026-02-26;2029-02-26
SA-7431;ACS Axera Collaboration Suite D-Hub - SA-7431;SaaS;Axera S.p.A.;1;2026-02-26;2029-02-26
SA-6961;FastPBX - ExVoIP;SaaS;Fastweb S.p.A.;2;2026-01-05;2029-01-05
SA-7485;Sistema Informatico TP One Halley;SaaS;Halley Informatica Srl;1;2026-03-04;2029-03-04
SA-5058;Trend Micro - Trend Vision One;SaaS;Trend Micro Italy srl;2;2026-01-28;2029-01-28
SA-7204;eSurvey - Gestione Concorsi;SaaS;Intersistemi Data Capture Srl;1;2026-01-28;2029-01-28
IA-7350;keliweb cloud;IaaS;Keliweb s.r.l.;1;2026-02-03;2029-02-03
PA-7351;Keliweb Cloud Applications;PaaS;Keliweb s.r.l.;1;2026-02-03;2029-02-03
SA-7271;Open 2.0;SaaS;ELITE DIVISION Srl;1;2026-02-09;2029-02-09
SA-101;Smart*Gov;SaaS;ADS automated data systems S.p.A.;1;2025-02-20;2028-02-19
PA-4039;Aruba Managed Kubernetes;PaaS;Aruba S.p.A.;1;2025-06-09;2028-06-09
SA-7399;Pin Bike;SaaS;FB Innovation;1;2026-04-16;2029-04-16
SA-7580;Corsano Health;SaaS;Corsano Health BV;2;2026-04-20;2029-04-20
SA-7714;Callsense;SaaS;Vermedai s.r.l.;2;2026-04-16;2029-04-16
SA-7711;Appalti&Contratti e-Procurement su Nivola;SaaS;Maggioli Spa;1;2026-04-16;2029-04-16
SA-7476;ICARO-WEB CLOUD;SaaS;INTERSAIL ENGINEERING SRL;1;2026-04-20;2029-04-20
SA-7523;b.ADI;SaaS;Netpolaris srl;2;2026-04-02;2029-04-02
SA-7162;XM Cyber - CTEM Platform;SaaS;XM Cyber LTD;2;2026-04-21;2029-04-21
SA-7550;ApplyNow;SaaS;Teleconsys S.p.A.;1;2026-03-13;2029-03-13
SA-4212;UniNOTIFICHE;SaaS;Unimatica S.p.A.;1;2025-06-09;2028-06-09
SA-2366;Cantieri Digitali;SaaS;Proedis SRL;1;2026-03-13;2029-03-13
SA-632;IT Service Management;SaaS;ServiceNow Nederland B.V.;2;2026-03-12;2029-03-12
SA-637;IT Operations Management;SaaS;ServiceNow Nederland B.V.;2;2026-03-12;2029-03-12
SA-7369;CPEOS - Sistema di gestione documentale e digitalizzazione pratiche edilizie;SaaS;Campione Informatica Srl;1;2026-03-06;2029-03-06
SA-7126;Jaggaer SaaS _;SaaS;BravoSolution Italia S.p.A.;2;2026-03-06;2029-03-06
SA-7610;OpenpolAM;SaaS;ERAMUS SRL;1;2026-03-13;2029-03-13
SA-7479;AMT Secure Email;SaaS;AMT Services S.r.l.;2;2026-03-13;2029-03-13
SA-7418;Vasari;SaaS;MTM Project srlu;2;2026-03-17;2029-03-17
SA-7613;SIPWEB;SaaS;Engineering Ingegneria Informatica S.p.a.;1;2026-03-17;2029-03-17
PA-7536;Hosting;PaaS;Genesys Informatica srl;1;2026-03-24;2029-03-24
SA-7499;Sicureasy.com®;SaaS;SIPRA Engineering S.r.l.;1;2026-03-24;2029-03-24
SA-7599;ORGMANAGER 2.0;SaaS;Webgenesys SpA;1;2026-03-17;2029-03-17
SA-7598;IRIDE SUITE;SaaS;TECSIS s.r.l.;1;2026-03-20;2029-03-20
SA-7632;SAP Concur;SaaS;SAP SE;1;2026-03-18;2029-03-18
SA-4442;Viviopen;SaaS;Vivisol srl;2;2026-03-18;2029-03-18
SA-4420;ADIGest - Portale per la gestione dei Servizi di Assistenza Domiciliare Integrata;SaaS;THCS srl;1;2025-09-30;2028-09-30
SA-7323;ATWS Secure Workspace;SaaS;AtWorkStudio S.r.l.;1;2026-02-12;2029-02-12
SA-7411;TFR Scuola;SaaS;Argo Software srl;1;2026-02-12;2029-02-12
SA-7422;AMMINISTRAZIONE DEL TERRITORIO;SaaS;ACCATRE s.r.l.;1;2026-02-16;2029-02-16
SA-7376;Civis OpenPA Cloud;SaaS;Arionline srl;1;2026-02-12;2029-02-12
SA-7423;X-AI ACT;SaaS;Boxxapps S.r.l.;1;2026-02-18;2029-02-18
SA-7424;X-TRANSFER;SaaS;Boxxapps S.r.l.;1;2026-02-18;2029-02-18
SA-7278;Civia;SaaS;Justomezzo;1;2026-02-18;2029-02-18
SA-7336;YOOKEY;SaaS;E-time srl;1;2026-02-18;2029-02-18
SA-7340;FAIORDINE;SaaS;SWD Group Srl;1;2026-02-18;2029-02-18
SA-7458;One\legalstore;SaaS;DIGITALHUB S.P.A.;2;2026-02-18;2029-02-18
SA-7531;Ricky;SaaS;Netpolaris srl;2;2026-04-02;2029-04-02
SA-7534;NetCare Suite;SaaS;Netpolaris srl;2;2026-04-02;2029-04-02
SA-6519;Butterfly;SaaS;LASER ROMAE S.r.l.;1;2025-08-11;2028-08-11
SA-7390;METRIX Gestione Aziendale Integrata;SaaS;GRUPPO ISC S.R.L. SOCIETA' BENEFIT;1;2026-04-02;2029-04-02
SA-7593;Erredi Cloud SaaS;SaaS;DBM INTERNATIONAL S.R.L.;1;2026-04-02;2029-04-02
SA-7180;APIM - Gestione API;SaaS;PROFESIA SRL;2;2026-04-08;2029-04-08
IA-7628;Babylon Computing - SIZ;IaaS;Babylon Cloud SPA;1;2026-03-16;2029-03-16
SA-7587;Linde Digital Suite;SaaS;AENDUO S.R.L.;1;2026-04-13;2029-04-13
SA-7417;OMNES®;SaaS;DB SERET SRL;1;2026-04-13;2029-04-13
SA-3722;Splunk Cloud Platform;SaaS;Splunk Services UK Limited;2;2026-04-13;2029-04-13
SA-7759;3DEXPERIENCE – Piattaforma SaaS per la gestione collaborativa di dati, processi, simulazioni e digital twin;SaaS;DASSAULT SYSTEMES SE;1;2026-04-13;2029-04-13
SA-5576;Splunk SOAR;SaaS;Splunk Services UK Limited;2;2026-04-13;2029-04-13
SA-7608;FinGreenTech - Managed Cloud Infrastructure Monitoring;SaaS;FINGREENTECH SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;2;2026-04-23;2029-04-23
PA-7607;FinGreenTech - Backup Service;PaaS;FINGREENTECH SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;2;2026-04-23;2029-04-23
SA-7169;SecuTestHub;SaaS;Havant srl;2;2025-12-16;2028-12-16
SA-7512;PopcornWeb - Dati anagrafici;SaaS;Informatica Alto Adige Spa;1;2026-04-08;2029-04-08
SA-5978;StartWeb;SaaS;SOLARI SPA;1;2025-05-16;2028-05-16
SA-7566;Cloud Backup;SaaS;Opiquad S.p.A.;1;2026-03-13;2029-03-13
SA-7341;AGFA HealthCare Enterprise Imaging Cloud Platform;SaaS;AGFA HEALTHCARE ITALY S.P.A. UNIPERSONALE;2;2026-03-02;2029-03-02
IA-5612;FASTNET Public VDC;IaaS;FASTNET SRL;1;2025-04-02;2028-04-02
PA-5613;FASTNET Backup as a Service;PaaS;FASTNET SRL;1;2025-04-02;2028-04-02
SA-7673;Piattaforma Digital Twin;SaaS;EKORE SRL;1;2026-05-18;2029-05-18
SA-779;LegalDoc;SaaS;InfoCert S.p.A.;2;2025-08-06;2028-08-06
SA-4890;GoPrivacy;SaaS;Sistemi Hardware & Software (siglabile SISTEMI H.S. S.p.A.);1;2026-05-06;2029-05-06
SA-3452;Safe LTA;SaaS;InfoCert S.p.A.;2;2026-05-08;2029-05-08
SA-7701;SAFE CITY;SaaS;Tesisitaly S.r.l.;1;2026-05-08;2029-05-08
SA-7574;Event Server 4.0 su Azure - SA-7574;SaaS;Kria srl;1;2026-05-14;2029-05-14
SA-7575;Event Server 4.0 su Aruba - SA-7575;SaaS;Kria srl;1;2026-05-14;2029-05-14
SA-7656;TELA;SaaS;HPA SRL;1;2026-05-22;2029-05-22
SA-7809;LegalFlow;SaaS;OASI software S.r.l.;1;2026-05-22;2029-05-22
SA-7720;XRCopilot;SaaS;Hevolus srl;1;2026-05-22;2029-05-22
SA-6621;MyNet;SaaS;MyNet srl - società benefit;1;2026-05-22;2029-05-22
SA-7794;ERMES;SaaS;3Punto6 srl;2;2026-06-03;2029-06-03
SA-7662;dPass - SA-7662;SaaS;Domnia srl;1;2026-06-05;2029-06-05
SA-7648;INVOICE CHANNEL;SaaS;Zucchetti Digital Solutions S.r.l.;1;2026-05-28;2029-05-28
SA-5444;K-Water su DINOVA;SaaS;Sikuel S.r.l.;1;2025-02-04;2028-02-03
SA-5400;Garbage Web;SaaS;HarnekInfo s.r.l.;1;2025-02-04;2028-02-03
SA-5397;MercatiCloud2;SaaS;MAGNOSYS SRL;1;2025-02-03;2028-02-02
SA-5393;OnStreet;SaaS;MAGNOSYS SRL;1;2025-02-03;2028-02-02
SA-2632;BMC Helix Operations Management with AIOPS;SaaS;BMC Software Distribution B.V.;1;2025-02-04;2028-02-03
SA-5165;E-sid;SaaS;Oesis s.r.l.;1;2025-02-04;2028-02-03
SA-190;Municipium;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-434;Risultati Elettorali;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-1991;Sportello Telematico;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-4112;PDND Explorer;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-2737;Icaro EVO;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
SA-3834;Concilia su Maggioli;SaaS;Maggioli Spa;1;2025-02-05;2028-02-04
PA-5383;Multicloud;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
IA-5385;Cloud@Customer;IaaS;Oracle Corporation;2;2025-02-19;2028-02-18
IA-5007;AZURE Servizi IAAS;IaaS;Microsoft Corporation;2;2025-01-20;2028-01-19
PA-5027;Microsoft PowerPlatform;PaaS;Microsoft Corporation;2;2025-01-20;2028-01-19
SA-5682;CWOL VAR;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
SA-5686;APPALTIPA WIND3;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
SA-5650;SAP Customer Experience;SaaS;SAP SE;1;2025-02-13;2028-02-12
PA-5358;Data Management;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
PA-5377;Migration and Disaster Recovery;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
PA-5379;Observability and Management;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
PA-5381;Governance and Administration;PaaS;Oracle Corporation;2;2025-02-19;2028-02-18
IA-5619;Networking, Edge, and Connectivity;IaaS;Oracle Corporation;2;2025-02-19;2028-02-18
IA-5380;Storage;IaaS;Oracle Corporation;2;2025-02-19;2028-02-18
SA-1095;CWOL;SaaS;PALITALSOFT SRL;1;2025-02-11;2028-02-10
SA-668;PIA – Public Intelligence Analytics;SaaS;Halley Veneto Srl;1;2025-02-20;2028-02-19
SA-1377;myCalendar;SaaS;Halley Veneto Srl;1;2025-02-20;2028-02-19
SA-4876;hrtools;SaaS;HRTOOLS S.R.L.;2;2025-01-07;2028-01-07
SA-5349;ItCustomer;SaaS;ITCLOUD SOFTWARE;1;2025-01-07;2028-01-06
SA-5348;ItMe@l;SaaS;ITCLOUD SOFTWARE;1;2025-01-07;2028-01-06
SA-3105;NamirialArchive;SaaS;Namirial SpA;2;2025-01-07;2028-01-06
SA-3646;SGAPro;SaaS;Namirial SpA;1;2025-01-07;2028-01-06
SA-2486;Arkelia Cloud;SaaS;SIKELIA GESTIONE ARCHIVI S.R.L.;2;2025-01-07;2028-01-06
SA-3201;SMART CITY;SaaS;DROMEDIAN S.R.L.;1;2025-02-07;2028-02-06
SA-873;Concorsi SMART;SaaS;DROMEDIAN S.R.L.;2;2025-02-07;2028-02-06
SA-3481;NeMeA GeoPortal-X;SaaS;NEMEA SISTEMI SRL;1;2025-02-07;2028-02-06
SA-5286;GWCLOUD;SaaS;Geoweb Italia Srl;1;2025-02-07;2028-02-06
SA-5171;MOOVA;SaaS;Almaviva S.p.A.;1;2025-01-23;2028-01-22
SA-2132;ACTACIVIC;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-1012;ACTAPRIVACY;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-3841;E.Meal Azienda;SaaS;NOVA S.R.L.;2;2025-02-05;2028-02-04
SA-767;E.Meal School;SaaS;NOVA S.R.L.;2;2025-02-05;2028-02-04
SA-5456;VEASYT - video-interpretariato in LIS;SaaS;VEASYT srl;1;2025-02-05;2028-02-04
SA-5238;idgateway;SaaS;idcert srl;1;2025-01-31;2028-01-30
SA-3990;ACTAURP;SaaS;Actainfo s.r.l.;1;2025-02-07;2028-02-06
SA-500;KSD - Kibernetes Soluzioni Digitali;SaaS;Kibernetes s.r.l.;1;2025-04-08;2028-04-08
SA-4910;Velocar Security Portal;SaaS;Safety21 S.p.A.;1;2024-12-05;2027-12-04
SA-2799;SkyVote Parliamentar;SaaS;MULTICAST S.R.L.;1;2025-04-10;2028-04-10
SA-2801;SkyVote Decision;SaaS;MULTICAST S.R.L.;1;2025-04-10;2028-04-10
SA-443;PrimaVisioneWeb;SaaS;Gruppo Spaggiari Parma S.p.A.;1;2025-04-10;2028-04-10
SA-584;SEGRETERIA CLOUD;SaaS;UNIDOS S.R.L.;1;2025-04-08;2028-04-08
SA-5534;Contentsquare Experience Analytics and Experience Monitoring;SaaS;Contentsquare Italy Srl;1;2025-04-09;2028-04-09
SA-1726;EnVES Server;SaaS;EngiNe S.p.A.;1;2025-04-01;2028-04-01
SA-716;Gestel/Web;SaaS;Sintax s.r.l.;1;2025-04-08;2028-04-08
SA-3902;SkyVote Meeting;SaaS;MULTICAST S.R.L.;1;2025-04-10;2028-04-10
SA-1387;SkyVote Cloud;SaaS;MULTICAST S.R.L.;1;2025-04-10;2028-04-10
PA-273;Cloud Logging;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-750;Eligo-e-voting;SaaS;IDTechnology;1;2025-03-25;2028-03-25
SA-4666;PluriDoc;SaaS;PLURIMEDIA SRL;1;2025-03-25;2028-03-25
PA-3364;Dinova Store Services;PaaS;Dinova srl;1;2025-03-27;2028-03-27
PA-3365;Dinova Kubernetes Services;PaaS;Dinova srl;1;2025-03-27;2028-03-27
IA-238;Dinova Virtual Data Center;IaaS;Dinova srl;1;2025-03-27;2028-03-27
SA-5623;3DGIS carto;SaaS;3DGIS srl;1;2025-03-31;2028-03-31
IA-367;Cloud Key Management Service;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
IA-358;Cloud DNS;IaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
PA-300;Pub/Sub;PaaS;Google Cloud Italy S.r.l.;2;2025-03-25;2028-03-25
SA-1496;Piattaforma webinar;SaaS;Invisiblefarm;1;2025-03-05;2028-03-04
SA-5625;SmartLea - duplica - SA-5625;SaaS;Magaldi Innova S.R.L.;2;2025-03-05;2028-03-04
SA-3585;Teleconsulto;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
SA-3587;Consenso Informato digitale;SaaS;KG PARTNERS SRL;1;2025-03-17;2028-03-17
